date,sum_crimes,weekday,month,mode_hr,game,seasons
2017-08-28,2,Monday,Aug,17,No Game,No game
2017-08-29,2,Tuesday,Aug,15,Lost Game,Regular
2017-08-30,3,Wednesday,Aug,5,Lost Game,Regular
2017-08-31,6,Thursday,Aug,7,Won Game,Regular
2017-09-01,6,Friday,Sep,9,No Game,No game
2017-09-02,16,Saturday,Sep,7,Won Game,Regular
2017-09-02,16,Saturday,Sep,7,Won Game,Regular
2017-09-03,9,Sunday,Sep,19,Won Game,Regular
2017-09-04,6,Monday,Sep,8,No Game,No game
2017-09-05,4,Tuesday,Sep,10,No Game,No game
2017-09-06,8,Wednesday,Sep,1,No Game,No game
2017-09-07,16,Thursday,Sep,17,No Game,No game
2017-09-08,12,Friday,Sep,13,No Game,No game
2017-09-09,8,Saturday,Sep,2,No Game,No game
2017-09-10,10,Sunday,Sep,0,No Game,No game
2017-09-11,8,Monday,Sep,6,No Game,No game
2017-09-12,20,Tuesday,Sep,8,No Game,No game
2017-09-13,6,Wednesday,Sep,9,No Game,No game
2017-09-14,7,Thursday,Sep,0,No Game,No game
2017-09-15,11,Friday,Sep,10,Won Game,Regular
2017-09-16,7,Saturday,Sep,2,Won Game,Regular
2017-09-17,6,Sunday,Sep,1,Won Game,Regular
2017-09-18,8,Monday,Sep,17,No Game,No game
2017-09-19,7,Tuesday,Sep,7,Won Game,Regular
2017-09-20,5,Wednesday,Sep,1,Won Game,Regular
2017-09-21,6,Thursday,Sep,22,Lost Game,Regular
2017-09-22,5,Friday,Sep,8,Won Game,Regular
2017-09-23,10,Saturday,Sep,8,Won Game,Regular
2017-09-24,7,Sunday,Sep,1,Lost Game,Regular
2017-09-25,4,Monday,Sep,9,No Game,No game
2017-09-26,6,Tuesday,Sep,10,No Game,No game
2017-09-27,5,Wednesday,Sep,21,No Game,No game
2017-09-28,19,Thursday,Sep,11,No Game,No game
2017-09-29,14,Friday,Sep,22,No Game,No game
2017-09-30,28,Saturday,Sep,22,No Game,No game
2017-10-01,7,Sunday,Oct,8,No Game,No game
2017-10-02,5,Monday,Oct,16,No Game,No game
2017-10-03,6,Tuesday,Oct,3,No Game,No game
2017-10-04,8,Wednesday,Oct,17,No Game,No game
2017-10-05,10,Thursday,Oct,11,No Game,No game
2017-10-06,9,Friday,Oct,20,Won Game,Playoffs
2017-10-07,12,Saturday,Oct,18,No Game,No game
2017-10-08,5,Sunday,Oct,1,No Game,No game
2017-10-09,7,Monday,Oct,6,No Game,No game
2017-10-10,13,Tuesday,Oct,11,No Game,No game
2017-10-11,4,Wednesday,Oct,0,No Game,No game
2017-10-12,7,Thursday,Oct,2,No Game,No game
2017-10-13,6,Friday,Oct,2,Won Game,Playoffs
2017-10-14,9,Saturday,Oct,9,Won Game,Playoffs
2017-10-15,12,Sunday,Oct,16,No Game,No game
2017-10-16,16,Monday,Oct,17,No Game,No game
2017-10-17,4,Tuesday,Oct,10,No Game,No game
2017-10-18,2,Wednesday,Oct,2,No Game,No game
2017-10-19,11,Thursday,Oct,16,No Game,No game
2017-10-20,7,Friday,Oct,4,Won Game,Playoffs
2017-10-21,9,Saturday,Oct,0,Won Game,Playoffs
2017-10-22,5,Sunday,Oct,3,No Game,No game
2017-10-23,5,Monday,Oct,6,No Game,No game
2017-10-24,8,Tuesday,Oct,11,No Game,No game
2017-10-25,3,Wednesday,Oct,9,No Game,No game
2017-10-26,7,Thursday,Oct,5,No Game,No game
2017-10-27,19,Friday,Oct,10,Won Game,Playoffs
2017-10-28,12,Saturday,Oct,1,Lost Game,Playoffs
2017-10-29,8,Sunday,Oct,20,Won Game,Playoffs
2017-10-30,7,Monday,Oct,4,No Game,No game
2017-10-31,9,Tuesday,Oct,1,No Game,No game
2017-11-01,12,Wednesday,Nov,0,No Game,No game
2017-11-02,18,Thursday,Nov,9,No Game,No game
2017-11-03,10,Friday,Nov,19,No Game,No game
2017-11-04,10,Saturday,Nov,14,No Game,No game
2017-11-05,9,Sunday,Nov,10,No Game,No game
2017-11-06,12,Monday,Nov,8,No Game,No game
2017-11-07,4,Tuesday,Nov,11,No Game,No game
2017-11-08,8,Wednesday,Nov,5,No Game,No game
2017-11-09,5,Thursday,Nov,8,No Game,No game
2017-11-10,7,Friday,Nov,8,No Game,No game
2017-11-11,4,Saturday,Nov,2,No Game,No game
2017-11-12,11,Sunday,Nov,1,No Game,No game
2017-11-13,9,Monday,Nov,13,No Game,No game
2017-11-14,3,Tuesday,Nov,9,No Game,No game
2017-11-15,6,Wednesday,Nov,22,No Game,No game
2017-11-16,9,Thursday,Nov,13,No Game,No game
2017-11-17,9,Friday,Nov,23,No Game,No game
2017-11-18,7,Saturday,Nov,20,No Game,No game
2017-11-19,5,Sunday,Nov,22,No Game,No game
2017-11-20,6,Monday,Nov,21,No Game,No game
2017-11-21,10,Tuesday,Nov,9,No Game,No game
2017-11-22,6,Wednesday,Nov,9,No Game,No game
2017-11-23,5,Thursday,Nov,10,No Game,No game
2017-11-24,3,Friday,Nov,3,No Game,No game
2017-11-25,12,Saturday,Nov,1,No Game,No game
2017-11-26,11,Sunday,Nov,4,No Game,No game
2017-11-27,12,Monday,Nov,9,No Game,No game
2017-11-28,11,Tuesday,Nov,9,No Game,No game
2017-11-29,3,Wednesday,Nov,19,No Game,No game
2017-11-30,13,Thursday,Nov,9,No Game,No game
2017-12-01,12,Friday,Dec,12,No Game,No game
2017-12-02,9,Saturday,Dec,0,No Game,No game
2017-12-03,3,Sunday,Dec,9,No Game,No game
2017-12-04,7,Monday,Dec,2,No Game,No game
2017-12-05,8,Tuesday,Dec,9,No Game,No game
2017-12-06,9,Wednesday,Dec,20,No Game,No game
2017-12-07,6,Thursday,Dec,20,No Game,No game
2017-12-08,9,Friday,Dec,12,No Game,No game
2017-12-09,6,Saturday,Dec,10,No Game,No game
2017-12-10,5,Sunday,Dec,11,No Game,No game
2017-12-11,11,Monday,Dec,13,No Game,No game
2017-12-12,3,Tuesday,Dec,13,No Game,No game
2017-12-13,8,Wednesday,Dec,23,No Game,No game
2017-12-14,5,Thursday,Dec,2,No Game,No game
2017-12-15,11,Friday,Dec,11,No Game,No game
2017-12-16,14,Saturday,Dec,9,No Game,No game
2017-12-17,17,Sunday,Dec,6,No Game,No game
2017-12-18,11,Monday,Dec,6,No Game,No game
2017-12-19,17,Tuesday,Dec,6,No Game,No game
2017-12-20,9,Wednesday,Dec,7,No Game,No game
2017-12-21,10,Thursday,Dec,14,No Game,No game
2017-12-22,9,Friday,Dec,7,No Game,No game
2017-12-23,4,Saturday,Dec,16,No Game,No game
2017-12-24,12,Sunday,Dec,0,No Game,No game
2017-12-25,3,Monday,Dec,14,No Game,No game
2017-12-26,8,Tuesday,Dec,6,No Game,No game
2017-12-27,7,Wednesday,Dec,18,No Game,No game
2017-12-28,7,Thursday,Dec,10,No Game,No game
2017-12-29,7,Friday,Dec,10,No Game,No game
2017-12-30,4,Saturday,Dec,6,No Game,No game
2017-12-31,8,Sunday,Dec,2,No Game,No game
