Date,Season,home,hgoal,visitor,vgoal,winner
2005-10-01,2005,Sporting Kansas City,0,Chicago Fire,1,Chicago Fire
2005-10-01,2005,Colorado Rapids,2,Real Salt Lake,1,Colorado Rapids
2005-10-02,2005,LA Galaxy,2,FC Dallas,1,LA Galaxy
2005-10-05,2005,Chicago Fire,2,New York Red Bulls,2,New York Red Bulls
2005-10-05,2005,FC Dallas,2,Columbus Crew,1,FC Dallas
2005-10-05,2005,Colorado Rapids,1,CD Chivas USA,1,CD Chivas USA
2005-10-05,2005,Real Salt Lake,1,DC United,3,DC United
2005-10-08,2005,DC United,1,New York Red Bulls,2,New York Red Bulls
2005-10-08,2005,Sporting Kansas City,2,New England Revolution,2,New England Revolution
2005-10-08,2005,Chicago Fire,1,Columbus Crew,2,Columbus Crew
2005-10-08,2005,FC Dallas,0,Colorado Rapids,0,Colorado Rapids
2005-10-09,2005,San Jose Earthquakes,2,Real Salt Lake,2,Real Salt Lake
2005-10-12,2005,Real Salt Lake,0,Colorado Rapids,1,Colorado Rapids
2005-10-15,2005,DC United,2,Columbus Crew,2,Columbus Crew
2005-10-15,2005,New England Revolution,1,Chicago Fire,0,New England Revolution
2005-10-15,2005,FC Dallas,2,Sporting Kansas City,2,Sporting Kansas City
2005-10-16,2005,LA Galaxy,1,San Jose Earthquakes,3,San Jose Earthquakes
2005-10-16,2005,CD Chivas USA,0,New York Red Bulls,2,New York Red Bulls
2005-10-21,2005,Chicago Fire,0,DC United,0,DC United
2005-10-22,2005,New York Red Bulls,1,New England Revolution,0,New York Red Bulls
2005-10-22,2005,Colorado Rapids,0,FC Dallas,0,FC Dallas
2005-10-23,2005,LA Galaxy,3,San Jose Earthquakes,1,LA Galaxy
2005-10-29,2005,New England Revolution,3,New York Red Bulls,1,New England Revolution
2005-10-29,2005,FC Dallas,1,Colorado Rapids,1,Colorado Rapids
2005-10-30,2005,San Jose Earthquakes,1,LA Galaxy,1,LA Galaxy
2005-10-30,2005,DC United,0,Chicago Fire,4,Chicago Fire
2005-11-05,2005,Colorado Rapids,0,LA Galaxy,2,LA Galaxy
2005-11-06,2005,New England Revolution,1,Chicago Fire,0,New England Revolution
2005-11-13,2005,New England Revolution,0,LA Galaxy,0,LA Galaxy
2006-04-01,2006,FC Dallas,3,Chicago Fire,2,FC Dallas
2006-04-01,2006,Sporting Kansas City,3,Columbus Crew,1,Sporting Kansas City
2006-04-02,2006,LA Galaxy,0,New England Revolution,1,New England Revolution
2006-04-02,2006,DC United,2,New York Red Bulls,2,New York Red Bulls
2006-04-02,2006,CD Chivas USA,3,Real Salt Lake,0,CD Chivas USA
2006-04-02,2006,Houston Dynamo,5,Colorado Rapids,2,Houston Dynamo
2006-04-08,2006,DC United,2,CD Chivas USA,0,DC United
2006-04-08,2006,New York Red Bulls,0,New England Revolution,0,New England Revolution
2006-04-08,2006,FC Dallas,2,Real Salt Lake,1,FC Dallas
2006-04-08,2006,Houston Dynamo,1,Sporting Kansas City,2,Sporting Kansas City
2006-04-08,2006,Colorado Rapids,3,Columbus Crew,1,Colorado Rapids
2006-04-09,2006,LA Galaxy,1,Chicago Fire,1,Chicago Fire
2006-04-15,2006,Columbus Crew,1,Chicago Fire,1,Chicago Fire
2006-04-15,2006,DC United,2,Houston Dynamo,0,DC United
2006-04-15,2006,Sporting Kansas City,1,New England Revolution,0,Sporting Kansas City
2006-04-15,2006,Colorado Rapids,2,FC Dallas,2,FC Dallas
2006-04-15,2006,Real Salt Lake,1,New York Red Bulls,1,New York Red Bulls
2006-04-16,2006,CD Chivas USA,1,LA Galaxy,2,LA Galaxy
2006-04-22,2006,New York Red Bulls,1,DC United,4,DC United
2006-04-22,2006,Houston Dynamo,2,Real Salt Lake,1,Houston Dynamo
2006-04-23,2006,LA Galaxy,0,Columbus Crew,1,Columbus Crew
2006-04-23,2006,FC Dallas,2,Sporting Kansas City,1,FC Dallas
2006-04-29,2006,Real Salt Lake,2,LA Galaxy,3,LA Galaxy
2006-04-29,2006,Columbus Crew,0,Sporting Kansas City,1,Sporting Kansas City
2006-04-29,2006,DC United,1,FC Dallas,1,FC Dallas
2006-04-29,2006,Colorado Rapids,0,Houston Dynamo,1,Houston Dynamo
2006-04-30,2006,CD Chivas USA,0,New York Red Bulls,0,New York Red Bulls
2006-04-30,2006,New England Revolution,1,Chicago Fire,2,Chicago Fire
2006-05-06,2006,New England Revolution,4,LA Galaxy,0,New England Revolution
2006-05-06,2006,Houston Dynamo,4,FC Dallas,3,Houston Dynamo
2006-05-06,2006,Sporting Kansas City,1,Chicago Fire,1,Chicago Fire
2006-05-06,2006,Real Salt Lake,0,Columbus Crew,1,Columbus Crew
2006-05-06,2006,Colorado Rapids,2,DC United,1,Colorado Rapids
2006-05-10,2006,FC Dallas,1,LA Galaxy,0,FC Dallas
2006-05-13,2006,FC Dallas,1,Houston Dynamo,1,Houston Dynamo
2006-05-13,2006,New England Revolution,3,CD Chivas USA,1,New England Revolution
2006-05-13,2006,Columbus Crew,1,Colorado Rapids,0,Columbus Crew
2006-05-13,2006,New York Red Bulls,1,Chicago Fire,1,Chicago Fire
2006-05-13,2006,DC United,2,Sporting Kansas City,1,DC United
2006-05-14,2006,LA Galaxy,0,Real Salt Lake,3,Real Salt Lake
2006-05-20,2006,Houston Dynamo,0,Chicago Fire,1,Chicago Fire
2006-05-20,2006,Columbus Crew,1,DC United,1,DC United
2006-05-20,2006,New York Red Bulls,5,CD Chivas USA,4,New York Red Bulls
2006-05-20,2006,FC Dallas,4,New England Revolution,0,FC Dallas
2006-05-20,2006,Real Salt Lake,2,Sporting Kansas City,1,Real Salt Lake
2006-05-21,2006,LA Galaxy,0,Colorado Rapids,1,Colorado Rapids
2006-05-24,2006,New York Red Bulls,1,FC Dallas,2,FC Dallas
2006-05-27,2006,Real Salt Lake,2,Colorado Rapids,2,Colorado Rapids
2006-05-27,2006,New England Revolution,1,Houston Dynamo,1,Houston Dynamo
2006-05-27,2006,Sporting Kansas City,1,DC United,3,DC United
2006-05-28,2006,CD Chivas USA,1,Chicago Fire,0,CD Chivas USA
2006-05-31,2006,DC United,5,Columbus Crew,1,DC United
2006-05-31,2006,Colorado Rapids,1,LA Galaxy,0,Colorado Rapids
2006-06-03,2006,DC United,1,New England Revolution,0,DC United
2006-06-03,2006,FC Dallas,1,Columbus Crew,2,Columbus Crew
2006-06-03,2006,Houston Dynamo,2,LA Galaxy,1,Houston Dynamo
2006-06-03,2006,Sporting Kansas City,1,New York Red Bulls,1,New York Red Bulls
2006-06-03,2006,Real Salt Lake,3,Chicago Fire,1,Real Salt Lake
2006-06-04,2006,CD Chivas USA,4,Colorado Rapids,1,CD Chivas USA
2006-06-09,2006,LA Galaxy,1,CD Chivas USA,2,CD Chivas USA
2006-06-09,2006,Colorado Rapids,1,Real Salt Lake,0,Colorado Rapids
2006-06-10,2006,Columbus Crew,0,Sporting Kansas City,1,Sporting Kansas City
2006-06-10,2006,New York Red Bulls,1,Houston Dynamo,1,Houston Dynamo
2006-06-11,2006,FC Dallas,2,CD Chivas USA,1,FC Dallas
2006-06-11,2006,Chicago Fire,3,New England Revolution,3,New England Revolution
2006-06-11,2006,LA Galaxy,1,DC United,1,DC United
2006-06-17,2006,New England Revolution,1,DC United,1,DC United
2006-06-17,2006,New York Red Bulls,2,LA Galaxy,1,New York Red Bulls
2006-06-17,2006,Houston Dynamo,2,Real Salt Lake,1,Houston Dynamo
2006-06-17,2006,Sporting Kansas City,3,Chicago Fire,2,Sporting Kansas City
2006-06-19,2006,CD Chivas USA,2,Columbus Crew,0,CD Chivas USA
2006-06-21,2006,Columbus Crew,1,New England Revolution,1,New England Revolution
2006-06-21,2006,DC United,1,Chicago Fire,0,DC United
2006-06-21,2006,Colorado Rapids,1,CD Chivas USA,1,CD Chivas USA
2006-06-24,2006,Columbus Crew,1,CD Chivas USA,1,CD Chivas USA
2006-06-24,2006,DC United,1,Sporting Kansas City,0,DC United
2006-06-24,2006,FC Dallas,1,Colorado Rapids,0,FC Dallas
2006-06-24,2006,Real Salt Lake,0,New England Revolution,0,New England Revolution
2006-06-25,2006,LA Galaxy,0,Houston Dynamo,0,Houston Dynamo
2006-06-25,2006,Chicago Fire,2,New York Red Bulls,0,Chicago Fire
2006-06-28,2006,New England Revolution,1,FC Dallas,0,New England Revolution
2006-06-28,2006,New York Red Bulls,0,Columbus Crew,0,Columbus Crew
2006-06-28,2006,Sporting Kansas City,2,DC United,3,DC United
